"x","y","cell_id","population","infected_DM_0","infected_DM_1","infected_DM_2","infected_DM_3","u","var","sd","IoD","CoV"
-2.2581258,53.4384468,2641711967522112000,22,1,0,1,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925
-2.2581586,53.4438398,4768270369095828480,28,1,0,0,0,0.25,0.25,0.5,1,2
-2.2581804,53.4474352,-4295180408545597952,160,6,3,4,3,4,2,1.4142135623731,0.5,0.353553390593274
-2.2582077,53.4519294,9205998164829418496,45,0,0,1,0,0.25,0.25,0.5,1,2
-2.2582131,53.4528282,7688969206081764352,72,0,1,0,0,0.25,0.25,0.5,1,2
-2.258295,53.4663108,-3233283323207055872,99,0,1,0,0,0.25,0.25,0.5,1,2
-2.2583332,53.4726026,1459857957755788032,167,0,0,1,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925
-2.1004172,53.5869922,874692062936898304,58,1,0,0,0,0.25,0.25,0.5,1,2
-2.256588,53.433057,3189310789920967168,21,0,1,2,0,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845
-2.2566368,53.4411466,-7727797502955529216,73,4,3,2,2,2.75,0.916666666666667,0.957427107756338,0.333333333333333,0.348155311911396
-2.2566693,53.4465396,2277113781933741824,53,1,0,1,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925
-2.2566856,53.4492361,-6539516393388987392,63,1,3,0,4,2,3.33333333333333,1.82574185835055,1.66666666666667,0.912870929175277
-2.2567127,53.4537303,-4155465383613604352,74,2,0,0,1,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845
-2.2567236,53.455528,3644611249090808320,76,0,0,0,1,0.25,0.25,0.5,1,2
-2.2567778,53.4645164,2260235857620370176,113,0,0,1,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925
-2.2551799,53.4492393,-860152054007299328,131,1,0,2,0,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845
-2.2552824,53.4663173,5793172649282263040,129,2,0,0,1,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845
-2.2554877,53.500473,862442449795084032,31,0,0,0,1,0.25,0.25,0.5,1,2
-2.095869,53.5798053,-332163963763874048,145,0,1,0,0,0.25,0.25,0.5,1,2
-2.0943446,53.5735148,-9037085885998264320,125,1,0,0,0,0.25,0.25,0.5,1,2
-2.0943687,53.5843007,6201200812731598848,81,0,0,1,0,0.25,0.25,0.5,1,2
-2.2536635,53.4474449,-7152446989104167936,100,2,2,1,2,1.75,0.25,0.5,0.142857142857143,0.285714285714286
-2.2537654,53.4645228,6611880053056355328,72,1,0,0,0,0.25,0.25,0.5,1,2
-2.2537976,53.4699158,56118646441252584,104,0,1,2,0,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845
-2.2521259,53.442055,4164675140155534848,102,2,3,1,3,2.25,0.916666666666667,0.957427107756338,0.407407407407407,0.425523159002817
-2.2525155,53.50767,-8523066058572685312,240,0,1,0,0,0.25,0.25,0.5,1,2
-2.0942905,53.5492463,-7544908001307176960,132,0,1,0,0,0.25,0.25,0.5,1,2
-2.0943587,53.5798065,-8.333599686615e+18,130,1,0,0,0,0.25,0.25,0.5,1,2
-2.06262,53.5654462,5291146135932967936,58,0,1,0,0,0.25,0.25,0.5,1,2
-2.250504,53.4222837,2470063413266779648,35,1,0,0,0,0.25,0.25,0.5,1,2
-2.2506151,53.4411593,-7675963362233193472,71,4,3,1,3,2.75,1.58333333333333,1.25830573921179,0.575757575757576,0.457565723349742
-2.2507211,53.4591361,-719289685966638336,69,1,1,1,0,0.75,0.25,0.5,0.333333333333333,0.666666666666667
-2.2490518,53.4312752,8508474655642063872,125,1,3,1,3,2,1.33333333333333,1.15470053837925,0.666666666666667,0.577350269189626
-2.2491413,53.4465555,-499528539499273472,70,2,1,3,2,2,0.666666666666667,0.816496580927726,0.333333333333333,0.408248290463863
-2.2491992,53.4564428,-1262665151373865216,97,2,0,4,2,2,2.66666666666667,1.63299316185545,1.33333333333333,0.816496580927726
-2.2475625,53.4339749,4427247138321140224,8,0,1,1,1,0.75,0.25,0.5,0.333333333333333,0.666666666666667
-2.2476933,53.4564459,-7653867988964342784,97,4,2,3,2,2.75,0.916666666666667,0.957427107756338,0.333333333333333,0.348155311911396
-2.2477614,53.4681308,-6949652550291979264,180,0,0,1,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925
-2.2477718,53.4699285,7308690779256961024,138,1,0,1,1,0.75,0.25,0.5,0.333333333333333,0.666666666666667
-2.245995,53.4231919,8072546588513413120,108,0,0,1,0,0.25,0.25,0.5,1,2
-2.2460469,53.4321803,-4748077364415549440,45,1,1,2,0,1,0.666666666666667,0.816496580927726,0.666666666666667,0.816496580927726
-2.2461665,53.4528537,5070807781310827520,99,0,0,2,4,1.5,3.66666666666667,1.91485421551268,2.44444444444444,1.27656947700845
-2.2461769,53.4546513,-3174668191766150656,43,2,1,1,0,1,0.666666666666667,0.816496580927726,0.666666666666667,0.816496580927726
-2.2461977,53.4582467,8907491340653719552,85,2,1,1,2,1.5,0.333333333333333,0.577350269189626,0.222222222222222,0.38490017945975
-2.2462029,53.4591455,1806973407087883008,36,2,0,1,0,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845
-2.2445521,53.4339811,1769455742939329280,97,1,0,0,0,0.25,0.25,0.5,1,2
-2.2446141,53.4447672,-757688021104144640,55,1,4,3,3,2.75,1.58333333333333,1.25830573921179,0.575757575757576,0.457565723349742
-2.2447849,53.4744289,6122213781337848832,111,1,0,0,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925
-2.2430829,53.4402761,-7297340031951180800,55,1,3,1,0,1.25,1.58333333333333,1.25830573921179,1.26666666666667,1.00664459136943
-2.2431343,53.4492645,17445471515811558,87,3,0,1,3,1.75,2.25,1.5,1.28571428571429,0.857142857142857
-2.2431805,53.457354,-9146397060401700864,90,0,2,2,3,1.75,1.58333333333333,1.25830573921179,0.904761904761905,0.719031850978167
-2.2432114,53.4627471,-8584255067675724800,72,0,2,0,1,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845
-2.243268,53.4726343,3430661211339613696,300,5,3,6,4,4.5,1.66666666666667,1.29099444873581,0.37037037037037,0.286887655274623
-2.2435462,53.5211713,4988001146893052928,58,1,0,0,0,0.25,0.25,0.5,1,2
-2.085302,53.5825099,5603754980930623488,66,1,0,0,0,0.25,0.25,0.5,1,2
-2.2414959,53.4258976,2284183142951257856,145,1,0,0,0,0.25,0.25,0.5,1,2
-2.2415673,53.4384814,8680781882765784064,75,1,1,0,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925
-2.2415826,53.441178,2134388145120086784,46,1,0,1,1,0.75,0.25,0.5,0.333333333333333,0.666666666666667
-2.2417563,53.4717385,-8856656228966393856,456,8,6,7,2,5.75,6.91666666666667,2.62995563967658,1.20289855072464,0.457383589508971
-2.2417717,53.474435,-5335441571831362560,361,6,2,3,3,3.5,3,1.73205080756888,0.857142857142857,0.494871659305394
-2.240062,53.4384845,-4556176508422569472,87,0,0,0,2,0.5,1,1,2,2
-2.2401178,53.4483717,-410353829836573952,91,1,0,1,1,0.75,0.25,0.5,0.333333333333333,0.666666666666667
-2.2401584,53.4555625,8135992453152823296,219,5,7,5,4,5.25,1.58333333333333,1.25830573921179,0.301587301587302,0.239677283659389
-2.2401635,53.4564613,8928120638947926016,84,2,1,2,1,1.5,0.333333333333333,0.577350269189626,0.222222222222222,0.38490017945975
-2.2401686,53.4573601,-4265649850451098112,45,0,2,0,1,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845
-2.2402143,53.4654497,2588700125718716928,67,0,2,1,2,1.25,0.916666666666667,0.957427107756338,0.733333333333333,0.765941686205071
-2.2402244,53.4672474,3722726391797553664,209,6,4,1,1,3,6,2.44948974278318,2,0.816496580927726
-2.2402549,53.4726404,-4165283725814935040,391,6,5,5,3,4.75,1.58333333333333,1.25830573921179,0.333333333333333,0.264906471413009
-2.2402753,53.4762357,2069696025458255616,68,1,0,2,0,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845
-2.2385668,53.4402852,-8913844776342746112,73,0,1,0,0,0.25,0.25,0.5,1,2
-2.2386777,53.4600597,1507626098616324864,35,2,0,0,1,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845
-2.2387635,53.4753399,-2367741057041241600,475,4,4,9,4,5.25,6.25,2.5,1.19047619047619,0.476190476190476
-2.2389304,53.5050014,4127843880674249216,69,1,0,1,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925
-2.2389607,53.5103944,6869085253351552000,212,0,0,1,0,0.25,0.25,0.5,1,2
-2.2370564,53.4393893,-7613659717524540416,98,1,1,0,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925
-2.2370614,53.4402882,5088858815127454720,84,3,0,1,0,1,2,1.4142135623731,2,1.4142135623731
-2.2371566,53.4573662,5301323720246155264,150,0,5,5,4,3.5,5.66666666666667,2.38047614284762,1.61904761904762,0.680136040813605
-2.2373121,53.4852301,1488031795549406976,88,1,0,0,2,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845
-2.2373322,53.4888255,-1381244266462303488,48,1,0,0,0,0.25,0.25,0.5,1,2
-2.2356157,53.4510773,9004721890016331776,125,2,3,2,1,2,0.666666666666667,0.816496580927726,0.333333333333333,0.408248290463863
-2.2357503,53.4753459,-4785219550146097152,640,6,10,6,10,8,5.33333333333333,2.3094010767585,0.666666666666667,0.288675134594813
-2.2357852,53.4816378,6679144152484280320,141,3,1,0,3,1.75,2.25,1.5,1.28571428571429,0.857142857142857
-2.23593,53.5077039,1653335463837167360,92,0,1,0,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925
-2.1109725,53.5797923,-4179319636052698624,61,0,0,0,1,0.25,0.25,0.5,1,2
-2.1079266,53.5699079,967864508535356160,46,0,0,1,0,0.25,0.25,0.5,1,2
-2.2671803,53.4420223,8472544758162132992,52,0,1,0,0,0.25,0.25,0.5,1,2
-2.1064188,53.5708081,-8815136339919703040,30,0,1,0,0,0.25,0.25,0.5,1,2
-2.106514,53.6085588,-4198434108634855936,129,0,1,0,0,0.25,0.25,0.5,1,2
-2.1065185,53.6103564,-8338809601347947520,73,0,0,0,1,0.25,0.25,0.5,1,2
-2.1079174,53.5663126,-3979859184971914752,71,0,0,1,0,0.25,0.25,0.5,1,2
-2.1080391,53.6139503,995398410506074880,63,0,0,0,1,0.25,0.25,0.5,1,2
-2.2835186,53.4087269,3087112355122137600,85,0,1,0,0,0.25,0.25,0.5,1,2
-2.280516,53.4096329,-6273292361791023104,5,0,0,1,0,0.25,0.25,0.5,1,2
-2.2789999,53.4078387,125028254233245408,20,12,11,13,12,12,0.666666666666667,0.816496580927726,0.0555555555555556,0.0680413817439772
-2.2790235,53.4114341,1397196653590858496,47,4,4,3,5,4,0.666666666666667,0.816496580927726,0.166666666666667,0.204124145231932
-2.2775074,53.4096399,4947301433501199360,82,43,33,34,43,38.25,30.25,5.5,0.790849673202614,0.143790849673203
-2.2760031,53.4096434,-8820616222601541632,58,28,27,31,40,31.5,35,5.91607978309962,1.11111111111111,0.187812056606337
-2.2760206,53.4123399,5726773707050736640,73,20,17,14,16,16.75,6.25,2.5,0.373134328358209,0.149253731343284
-2.2744872,53.4078492,5587628396275937280,46,10,5,16,7,9.5,23,4.79583152331272,2.42105263157895,0.504824370875023
-2.274493,53.408748,-154122749003444512,56,18,17,26,23,21,18,4.24264068711928,0.857142857142857,0.202030508910442
-2.2730118,53.4123469,-3201484322756806144,77,21,23,25,26,23.75,4.91666666666667,2.21735578260835,0.207017543859649,0.093362348741404
-2.2731213,53.4294249,-8789908181581459456,65,1,0,1,1,0.75,0.25,0.5,0.333333333333333,0.666666666666667
-2.2732078,53.4429075,-4842740103576091648,17,0,0,0,1,0.25,0.25,0.5,1,2
-2.2715074,53.4123503,-2913805330674472448,69,14,11,13,14,13,2,1.4142135623731,0.153846153846154,0.108785658644084
-2.270003,53.4123537,8289595978423360512,49,2,2,2,4,2.5,1,1,0.4,0.4
-2.2700942,53.4267352,7912825851091262464,15,1,0,0,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925
-2.2701627,53.4375213,-2508114947966684672,131,2,1,0,1,1,0.666666666666667,0.816496580927726,0.666666666666667,0.816496580927726
-2.270254,53.4519027,-5846948052282023936,99,0,1,0,0,0.25,0.25,0.5,1,2
-2.2702997,53.4590934,-8753471821317727232,187,0,0,1,0,0.25,0.25,0.5,1,2
-2.2685836,53.4258398,2388967691014491648,77,2,3,2,6,3.25,3.58333333333333,1.89296944860009,1.1025641025641,0.582452138030797
-2.268595,53.4276374,-6879806262695526400,34,2,2,1,1,1.5,0.333333333333333,0.577350269189626,0.222222222222222,0.38490017945975
-2.2686006,53.4285363,-116449878521627936,53,2,3,1,0,1.5,1.66666666666667,1.29099444873581,1.11111111111111,0.86066296582387
-2.2686914,53.4429177,-3074028549942443520,113,1,0,0,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925
-2.267378,53.4734816,-5382282617366180864,289,1,0,0,0,0.25,0.25,0.5,1,2
-2.2655515,53.4222511,2569002052646554112,70,6,6,4,5,5.25,0.916666666666667,0.957427107756338,0.174603174603175,0.182367068144064
-2.2657872,53.4600024,-1280341062552902912,232,0,1,0,0,0.25,0.25,0.5,1,2
-2.2641248,53.4348382,642595021640285952,49,1,3,0,3,1.75,2.25,1.5,1.28571428571429,0.857142857142857
-2.2641304,53.4357371,-4791402683534345216,9,0,0,1,0,0.25,0.25,0.5,1,2
-2.2642643,53.4573092,6606389088641780736,158,0,0,1,0,0.25,0.25,0.5,1,2
-2.2625475,53.4231566,4620571431220990976,172,11,6,12,6,8.75,10.25,3.20156211871642,1.17142857142857,0.365892813567591
-2.2626251,53.4357404,-8075047445361914880,69,0,1,1,2,1,0.666666666666667,0.816496580927726,0.666666666666667,0.816496580927726
-2.2626307,53.4366392,6994889169561345024,8,3,0,0,0,0.75,2.25,1.5,3,2
-2.2626529,53.4402346,8216016024094227456,85,0,1,1,1,0.75,0.25,0.5,0.333333333333333,0.666666666666667
-2.262775,53.4600091,3244357800407432704,211,0,0,1,0,0.25,0.25,0.5,1,2
-2.2627806,53.4609079,38243580955114216,75,1,0,0,0,0.25,0.25,0.5,1,2
-2.2610648,53.4267553,1881598345399029504,82,1,5,9,3,4.5,11.6666666666667,3.41565025531987,2.59259259259259,0.759033390071081
-2.2610703,53.4276541,-137584153853775136,38,0,0,2,1,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845
-2.2612468,53.456417,7677795732125841408,101,1,0,1,1,0.75,0.25,0.5,0.333333333333333,0.666666666666667
-2.2596366,53.4393424,6928252925488064512,65,2,3,0,1,1.5,1.66666666666667,1.29099444873581,1.11111111111111,0.86066296582387
-2.259686,53.4474319,3679959816390161920,242,2,4,2,1,2.25,1.58333333333333,1.25830573921179,0.703703703703704,0.559246995205241
-2.2598123,53.4681052,-2491394981901635072,99,0,0,1,0,0.25,0.25,0.5,1,2
-2.2581422,53.4411433,-4556410478750301696,66,0,0,3,0,0.75,2.25,1.5,3,2
-2.2581858,53.448334,2182611429018783488,147,2,3,2,2,2.25,0.25,0.5,0.111111111111111,0.222222222222222
-2.2582295,53.4555247,8915947933731477504,119,0,0,1,0,0.25,0.25,0.5,1,2
-2.2582404,53.4573224,5190865822862943232,77,0,0,1,0,0.25,0.25,0.5,1,2
-2.2565988,53.4348547,392240170952047360,80,2,2,2,2,2,0,0,0,0
-2.256691,53.4501349,2900630327606301184,140,3,1,3,1,2,1.33333333333333,1.15470053837925,0.666666666666667,0.577350269189626
-2.2567181,53.4546291,-642915918212897024,95,1,1,0,1,0.75,0.25,0.5,0.333333333333333,0.666666666666667
-2.256767,53.4627187,3039435907933082112,128,0,0,2,0,0.5,1,1,2,2
-2.255029,53.4240718,3865591119366497792,65,0,1,0,0,0.25,0.25,0.5,1,2
-2.2551314,53.4411498,-6174781603470339072,17,0,1,0,0,0.25,0.25,0.5,1,2
-2.2552069,53.4537335,-3264897569426265600,67,2,2,0,2,1.5,1,1,0.666666666666667,0.666666666666667
-2.2552284,53.4573289,8354696117189751808,118,1,0,0,2,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845
-2.2536152,53.4393553,4248305749307545088,36,2,1,1,2,1.5,0.333333333333333,0.577350269189626,0.222222222222222,0.38490017945975
-2.2536688,53.4483437,-747376947130797312,104,1,2,3,1,1.75,0.916666666666667,0.957427107756338,0.523809523809524,0.547101204432193
-2.2536903,53.4519391,-7272880667368982528,89,0,2,1,3,1.5,1.66666666666667,1.29099444873581,1.11111111111111,0.86066296582387
-2.253701,53.4537367,317066603556146944,108,2,1,0,3,1.5,1.66666666666667,1.29099444873581,1.11111111111111,0.86066296582387
-2.2537117,53.4555344,4288997470943973888,41,1,2,1,0,1,0.666666666666667,0.816496580927726,0.666666666666667,0.816496580927726
-2.2537278,53.4582309,4110244484250710528,122,1,1,0,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925
-2.2539856,53.501375,1849493617091293952,87,0,0,1,0,0.25,0.25,0.5,1,2
-2.2521898,53.4528411,3169086624705630720,63,0,1,0,2,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845
-2.2521951,53.4537399,-3385240009549856256,44,2,0,0,0,0.5,1,1,2,2
-2.2522271,53.459133,-8060148060215460864,70,1,0,0,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925
-2.2523125,53.4735144,5897244960032143360,184,0,0,0,1,0.25,0.25,0.5,1,2
-2.2506469,53.4465524,-3533413894884602368,30,0,3,1,0,1,2,1.4142135623731,2,1.4142135623731
-2.2506575,53.4483501,360096994605882112,120,1,5,1,1,2,4,2,2,1
-2.2507529,53.4645292,3087230189187088896,40,0,0,0,2,0.5,1,1,2,2
-2.2507794,53.4690233,6473393554871122944,34,2,0,0,0,0.5,1,1,2,2
-2.2508006,53.4726187,-7157863874328960000,256,1,0,2,1,1,0.666666666666667,0.816496580927726,0.666666666666667,0.816496580927726
-2.2508165,53.4753152,-4052190018015757824,344,2,2,0,0,1,1.33333333333333,1.15470053837925,1.33333333333333,1.15470053837925
-2.2508696,53.4843035,9074820346903961600,20,0,1,0,0,0.25,0.25,0.5,1,2
-2.2508802,53.4861012,5402470065863470080,638,0,1,0,0,0.25,0.25,0.5,1,2
-2.2490308,53.4276799,1036313237803250432,105,2,1,0,2,1.25,0.916666666666667,0.957427107756338,0.733333333333333,0.765941686205071
-2.2491466,53.4474544,-4839231609984290816,119,3,3,6,2,3.5,3,1.73205080756888,0.857142857142857,0.494871659305394
-2.2491887,53.4546451,2592316614829440512,88,2,0,2,3,1.75,1.58333333333333,1.25830573921179,0.904761904761905,0.719031850978167
-2.2492098,53.4582405,3022072071121263104,56,1,4,0,0,1.25,3.58333333333333,1.89296944860009,2.86666666666667,1.51437555888007
-2.249215,53.4591393,7817097443231928320,113,2,2,2,3,2.25,0.25,0.5,0.111111111111111,0.222222222222222
-2.2492203,53.4600381,6920988056863403008,171,2,1,1,0,1,0.666666666666667,0.816496580927726,0.666666666666667,0.816496580927726
-2.2492308,53.4618358,2731248032647204352,116,0,2,1,0,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845
-2.2492361,53.4627346,-4383351334428612096,227,1,2,3,1,1.75,0.916666666666667,0.957427107756338,0.523809523809524,0.547101204432193
-2.2493785,53.4870032,-2612736404189293056,333,0,1,0,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925
-2.2475363,53.4294807,5130503960379421696,126,2,2,2,1,1.75,0.25,0.5,0.142857142857143,0.285714285714286
-2.2476148,53.4429633,-4969036807814083584,42,0,2,2,1,1.25,0.916666666666667,0.957427107756338,0.733333333333333,0.765941686205071
-2.2476462,53.4483564,1358016679883318016,75,1,2,4,0,1.75,2.91666666666667,1.70782512765993,1.66666666666667,0.975900072948533
-2.2476985,53.4573447,-5069807248749291520,84,1,2,1,1,1.25,0.25,0.5,0.2,0.4
-2.247709,53.4591424,7549888860629624832,109,1,2,1,2,1.5,0.333333333333333,0.577350269189626,0.222222222222222,0.38490017945975
-2.2460157,53.4267873,7716747286468480000,128,0,0,0,1,0.25,0.25,0.5,1,2
-2.2445573,53.4348799,-2064972890530953472,99,2,1,0,0,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845
-2.2446296,53.4474637,-8244092857107468288,34,1,1,0,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925
-2.24464,53.4492614,5993356082873632768,41,1,0,0,2,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845
-2.2449766,53.5076857,-8035898414552314880,146,1,0,0,0,0.25,0.25,0.5,1,2
-2.2431703,53.4555564,5071148158388771840,228,4,6,6,4,5,1.33333333333333,1.15470053837925,0.266666666666667,0.23094010767585
-2.243232,53.4663424,-6954104579196142592,12,1,1,0,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925
-2.2432731,53.4735331,2143976240054480640,580,7,5,1,6,4.75,6.91666666666667,2.62995563967658,1.45614035087719,0.55367487151086
-2.2415469,53.4348861,-3538754440209109504,100,0,0,0,1,0.25,0.25,0.5,1,2
-2.241552,53.4357849,-6.125740427307e+18,76,0,0,1,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925
-2.2415877,53.4420768,5293297356943758336,80,2,1,2,2,1.75,0.25,0.5,0.142857142857143,0.285714285714286
-2.2416082,53.4456722,1086229531972190976,77,0,3,2,2,1.75,1.58333333333333,1.25830573921179,0.904761904761905,0.719031850978167
-2.2416133,53.446571,-8417502553363108864,96,2,2,0,1,1.25,0.916666666666667,0.957427107756338,0.733333333333333,0.765941686205071
-2.2416541,53.4537617,1931030205438616320,182,5,4,7,2,4.5,4.33333333333333,2.08166599946613,0.962962962962963,0.462592444325807
-2.241695,53.4609525,3070521702022918656,19,0,1,0,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925
-2.2417052,53.4627501,-1205675040488135936,47,0,0,0,2,0.5,1,1,2,2
-2.2417103,53.463649,1161034493514112768,191,3,3,3,1,2.5,1,1,0.4,0.4
-2.2417615,53.4726373,-2941069330955527680,198,0,2,6,3,2.75,6.25,2.5,2.27272727272727,0.909090909090909
-2.2417921,53.4780304,3484035563748343296,56,1,0,0,0,0.25,0.25,0.5,1,2
-2.2419355,53.5031977,-6626992376636487680,29,0,1,0,0,0.25,0.25,0.5,1,2
-2.2400367,53.4339903,-7794109970716496896,80,1,1,0,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925
-2.2400468,53.435788,3931137325247332864,97,0,0,0,1,0.25,0.25,0.5,1,2
-2.2400823,53.4420799,1769312763793713920,88,1,0,2,0,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845
-2.2401127,53.4474729,-4075745423687112192,96,4,3,2,2,2.75,0.916666666666667,0.957427107756338,0.333333333333333,0.348155311911396
-2.240128,53.4501694,-4326530161537608192,108,4,3,1,2,2.5,1.66666666666667,1.29099444873581,0.666666666666667,0.516397779494322
-2.2402092,53.4645508,9117812188546505728,16,1,0,0,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925
-2.2403515,53.4897183,-7822131823258100736,621,1,3,2,3,2.25,0.916666666666667,0.957427107756338,0.407407407407407,0.425523159002817
-2.240438,53.5049984,27998139252746984,93,0,0,1,0,0.25,0.25,0.5,1,2
-2.2404431,53.5058972,1889628270802216704,146,0,0,0,1,0.25,0.25,0.5,1,2
-2.2405348,53.5220762,2155700028299098880,65,0,0,0,1,0.25,0.25,0.5,1,2
-2.2405501,53.5247727,7398447683606443008,38,0,0,1,0,0.25,0.25,0.5,1,2
-2.2385516,53.4375887,3509024695818078720,88,0,0,1,0,0.25,0.25,0.5,1,2
-2.2386172,53.4492736,3602411090962543104,162,2,1,1,5,2.25,3.58333333333333,1.89296944860009,1.59259259259259,0.841319754933374
-2.2386474,53.4546666,8099528676304257024,117,2,2,1,1,1.5,0.333333333333333,0.577350269189626,0.222222222222222,0.38490017945975
